0.00000E+0,-9.86670E-1,-8.93330E-1,-7.86670E-1,-6.93330E-1,-5.86670E-1,-4.93330E-1,-3.86670E-1,-2.93330E-1,-1.86670E-1,-1.33330E-1,-9.33300E-2,-5.33300E-2,-2.66700E-2,0.00000E+0,2.66700E-2,6.66700E-2,9.33300E-2,1.20000E-1,1.46670E-1,1.86670E-1,2.13330E-1,2.40000E-1,2.66670E-1,3.06670E-1,3.33330E-1,3.60000E-1,3.86670E-1,4.26670E-1,4.53330E-1,4.80000E-1,5.06670E-1,5.46670E-1,5.73330E-1,6.00000E-1,6.26670E-1,6.66670E-1,6.93330E-1,7.20000E-1,7.46670E-1,7.86670E-1,8.13330E-1,8.40000E-1,8.66670E-1,9.06670E-1,9.33330E-1,9.60000E-1,9.86670E-1,1.02667E+0,1.05333E+0,1.08000E+0,1.10667E+0,1.14667E+0,1.17333E+0,1.20000E+0,1.22667E+0,1.26667E+0,1.29333E+0,1.32000E+0,1.34667E+0,1.38667E+0,1.41333E+0,1.44000E+0,1.46667E+0,1.50667E+0,1.53333E+0,1.56000E+0,1.58667E+0,1.62667E+0,1.65333E+0,1.68000E+0,1.70667E+0,1.74667E+0,1.77333E+0,1.80000E+0,1.82667E+0,1.86667E+0,1.89333E+0,1.92000E+0,1.94667E+0,1.98667E+0,2.01333E+0,2.06667E+0,2.13333E+0,2.25333E+0,2.42667E+0,2.70667E+0,2.90667E+0,3.13333E+0,3.37333E+0,3.62667E+0,3.90667E+0,4.20000E+0,4.52000E+0,4.86667E+0,5.24000E+0
4.44979E+2,-1.14000E-3,-8.80000E-4,-1.17000E-3,6.00000E-5,-1.20000E-4,6.70000E-4,3.00000E-5,-1.55000E-3,-5.60000E-4,9.40000E-4,1.30000E-3,-1.87000E-3,-4.20000E-4,-5.90000E-4,-1.32000E-3,8.10000E-4,-4.20000E-4,-3.50000E-4,-3.10000E-4,8.19000E-3,1.09000E-2,-4.50000E-4,-1.06900E-2,-1.44200E-2,-1.29700E-2,-5.05000E-3,-4.06000E-3,-3.10000E-3,-8.80000E-4,-4.50000E-4,8.00000E-5,-5.20000E-4,2.30000E-4,9.60000E-4,-5.90000E-4,1.04000E-3,1.80000E-4,-3.10000E-4,-2.20000E-4,-7.80000E-4,-8.00000E-5,-6.70000E-4,1.30000E-4,1.04000E-3,-1.01000E-3,-1.55000E-3,-1.90000E-3,-2.25000E-3,1.11000E-3,1.00000E-4,1.70000E-4,-1.13000E-3,5.50000E-4,-8.20000E-4,-1.75000E-3,-1.00000E-4,-1.88000E-3,6.00000E-4,1.33000E-3,-1.36000E-3,-6.50000E-4,-6.50000E-4,1.31000E-3,-3.50000E-4,5.40000E-4,1.04000E-3,-6.10000E-4,-9.40000E-4,-1.06000E-3,-1.81000E-3,1.17000E-3,-1.17000E-3,-1.18000E-3,-9.30000E-4,-1.78000E-3,-8.30000E-4,-8.00000E-4,9.60000E-4,2.04000E-3,-1.80000E-3,9.70000E-4,-1.66000E-3,-1.60000E-4,-7.00000E-4,-1.96000E-3,2.50000E-4,-3.80000E-4,4.50000E-4,1.71000E-3,-9.00000E-5,4.40000E-4,-4.40000E-4,-2.97000E-3,3.00000E-5,-2.70000E-4
4.46150E+2,2.00000E-5,7.50000E-4,-1.92000E-3,1.22000E-3,-3.10000E-4,-1.01000E-3,-1.50000E-4,-5.10000E-4,-3.00000E-4,-4.70000E-4,2.50000E-4,-1.00000E-3,-9.10000E-4,-3.20000E-4,-3.00000E-5,-6.30000E-4,-1.05000E-3,-2.80000E-4,-4.00000E-5,8.25000E-3,1.26900E-2,2.86000E-3,-8.73000E-3,-1.46400E-2,-1.31600E-2,-6.42000E-3,-3.99000E-3,-1.92000E-3,-5.20000E-4,-1.04000E-3,6.10000E-4,-5.90000E-4,7.00000E-4,8.00000E-4,-2.70000E-4,-6.40000E-4,-6.50000E-4,-4.60000E-4,-4.00000E-4,-2.70000E-4,-1.10000E-4,-3.30000E-4,7.30000E-4,-1.50000E-4,-1.67000E-3,-7.90000E-4,-7.20000E-4,-3.60000E-4,3.80000E-4,-5.90000E-4,2.00000E-5,-1.61000E-3,-4.60000E-4,8.00000E-5,-7.30000E-4,5.70000E-4,-4.30000E-4,-1.70000E-4,-1.18000E-3,-1.90000E-3,-5.30000E-4,-7.70000E-4,1.20000E-3,-3.20000E-4,3.30000E-4,3.00000E-5,-3.80000E-4,-1.94000E-3,-3.20000E-4,-1.25000E-3,9.30000E-4,-1.86000E-3,-4.00000E-5,-7.10000E-4,-5.60000E-4,6.00000E-5,-1.00000E-5,-5.90000E-4,2.05000E-3,-1.52000E-3,-1.40000E-4,-1.12000E-3,1.00000E-4,-5.90000E-4,-1.68000E-3,-7.50000E-4,-4.30000E-4,-1.70000E-4,-6.00000E-5,-7.90000E-4,7.40000E-4,1.18000E-3,-8.90000E-4,-7.00000E-4,5.90000E-4
4.47321E+2,-3.30000E-4,5.80000E-4,-1.01000E-3,4.20000E-4,-2.20000E-4,-6.60000E-4,5.00000E-5,6.50000E-4,-2.50000E-4,-1.40000E-4,-1.70000E-4,-1.11000E-3,-4.90000E-4,1.60000E-4,-1.26000E-3,5.70000E-4,-1.34000E-3,1.50000E-4,-4.80000E-4,7.54000E-3,1.28500E-2,5.27000E-3,-6.92000E-3,-1.64800E-2,-1.39600E-2,-7.76000E-3,-3.99000E-3,-2.05000E-3,-1.33000E-3,-3.00000E-4,-1.00000E-3,-5.10000E-4,8.30000E-4,8.40000E-4,2.30000E-4,-3.00000E-4,-2.00000E-4,-2.40000E-4,-2.30000E-4,-1.02000E-3,2.60000E-4,-9.00000E-5,1.00000E-4,-1.33000E-3,-1.11000E-3,-5.50000E-4,-7.70000E-4,-2.20000E-4,8.00000E-4,-1.83000E-3,-8.40000E-4,-1.51000E-3,-1.26000E-3,4.00000E-4,-6.00000E-5,5.40000E-4,-1.20000E-3,-1.60000E-4,1.10000E-4,-1.42000E-3,-1.14000E-3,-3.80000E-4,3.20000E-4,-5.10000E-4,9.60000E-4,7.50000E-4,-1.68000E-3,-1.64000E-3,-4.50000E-4,-7.80000E-4,7.00000E-5,-1.80000E-3,3.10000E-4,-8.90000E-4,-5.00000E-4,4.10000E-4,-2.60000E-4,-5.10000E-4,-1.40000E-4,-1.15000E-3,-2.20000E-4,-1.44000E-3,-8.00000E-4,-1.00000E-3,-2.00000E-4,-5.20000E-4,-8.40000E-4,-6.50000E-4,-2.80000E-4,-6.80000E-4,8.40000E-4,-1.02000E-3,-1.02000E-3,3.90000E-4,-1.60000E-4
4.48492E+2,-3.60000E-4,2.70000E-4,-1.08000E-3,1.70000E-4,-1.80000E-4,3.00000E-5,2.10000E-4,-1.70000E-4,-8.30000E-4,6.80000E-4,-8.50000E-4,3.70000E-4,-4.20000E-4,4.90000E-4,-2.50000E-4,4.10000E-4,-5.80000E-4,6.70000E-4,-4.30000E-4,6.11000E-3,1.22800E-2,6.61000E-3,-4.35000E-3,-1.66200E-2,-1.40900E-2,-9.30000E-3,-4.73000E-3,-2.23000E-3,-1.54000E-3,-2.60000E-4,-6.20000E-4,-5.80000E-4,1.10000E-4,-7.00000E-4,9.40000E-4,-3.30000E-4,-1.07000E-3,2.80000E-4,-3.00000E-5,-8.70000E-4,-1.40000E-4,3.10000E-4,1.40000E-4,-1.99000E-3,-2.30000E-4,-4.00000E-4,-4.20000E-4,-3.80000E-4,1.04000E-3,-1.18000E-3,1.10000E-4,1.90000E-4,-8.30000E-4,-9.00000E-5,1.01000E-3,7.10000E-4,-5.70000E-4,-3.80000E-4,-1.40000E-4,-1.34000E-3,-1.56000E-3,-9.90000E-4,3.20000E-4,9.90000E-4,1.30000E-3,6.60000E-4,-1.56000E-3,-7.20000E-4,-6.70000E-4,-9.70000E-4,-1.03000E-3,-7.50000E-4,8.00000E-5,-1.21000E-3,-1.21000E-3,4.80000E-4,-5.00000E-4,-1.01000E-3,4.20000E-4,-1.14000E-3,-7.10000E-4,-1.60000E-4,-3.50000E-4,-1.07000E-3,3.80000E-4,-9.00000E-5,2.40000E-4,-4.20000E-4,-3.90000E-4,-1.60000E-4,1.70000E-4,-1.37000E-3,-1.90000E-4,-9.00000E-5,1.70000E-4
4.49663E+2,-3.40000E-4,-2.00000E-5,-3.10000E-4,-1.50000E-4,1.40000E-4,5.00000E-5,-4.40000E-4,-8.00000E-5,-7.90000E-4,1.20000E-4,-3.40000E-4,-1.00000E-5,-3.40000E-4,-1.10000E-4,3.60000E-4,2.60000E-4,-2.40000E-4,6.00000E-5,-6.20000E-4,4.66000E-3,1.03000E-2,7.94000E-3,-1.67000E-3,-1.46300E-2,-1.39900E-2,-1.05800E-2,-5.51000E-3,-2.43000E-3,-2.14000E-3,5.00000E-5,-2.50000E-4,5.00000E-5,5.40000E-4,2.10000E-4,9.80000E-4,-1.10000E-3,-5.20000E-4,4.20000E-4,2.40000E-4,-3.20000E-4,1.20000E-4,1.50000E-4,-5.40000E-4,-1.59000E-3,-2.20000E-4,-7.70000E-4,-3.40000E-4,4.00000E-5,-2.70000E-4,-1.07000E-3,8.00000E-5,-7.60000E-4,-9.50000E-4,3.00000E-4,5.30000E-4,-2.10000E-4,-3.40000E-4,-3.60000E-4,2.60000E-4,-1.57000E-3,-1.24000E-3,-1.25000E-3,-5.10000E-4,1.29000E-3,8.00000E-5,7.00000E-4,-1.79000E-3,-8.30000E-4,-1.29000E-3,-2.00000E-5,-1.67000E-3,-9.20000E-4,5.70000E-4,-6.00000E-5,-2.00000E-5,-2.60000E-4,-9.00000E-5,-1.46000E-3,-2.10000E-4,-2.70000E-4,-2.90000E-4,-6.50000E-4,-2.70000E-4,-8.30000E-4,3.90000E-4,-2.70000E-4,1.00000E-5,-2.50000E-4,-5.50000E-4,-4.00000E-5,4.00000E-4,-8.60000E-4,1.50000E-4,7.80000E-4,1.40000E-4
4.50834E+2,-1.40000E-4,3.60000E-4,3.00000E-4,-9.90000E-4,-8.00000E-5,6.00000E-4,-5.80000E-4,6.80000E-4,-9.70000E-4,-3.10000E-4,-1.11000E-3,1.90000E-4,-8.70000E-4,1.20000E-4,3.70000E-4,-2.60000E-4,9.00000E-5,2.40000E-4,-3.80000E-4,3.41000E-3,8.73000E-3,8.57000E-3,1.14000E-3,-1.27000E-2,-1.36700E-2,-1.15400E-2,-6.66000E-3,-2.90000E-3,-1.43000E-3,-3.40000E-4,-4.50000E-4,-6.00000E-5,-8.20000E-4,-4.30000E-4,5.60000E-4,-8.20000E-4,-1.51000E-3,6.90000E-4,1.20000E-4,-3.60000E-4,-8.00000E-5,2.30000E-4,-1.50000E-4,-1.73000E-3,-9.00000E-5,-2.30000E-4,2.10000E-4,8.00000E-5,-6.90000E-4,-1.07000E-3,-4.00000E-4,-6.70000E-4,-1.35000E-3,4.60000E-4,2.30000E-4,-2.30000E-4,-1.20000E-4,-0.00000E+0,-1.10000E-4,-8.90000E-4,-9.90000E-4,-8.00000E-4,-7.70000E-4,5.90000E-4,-3.50000E-4,1.50000E-4,-1.08000E-3,-3.90000E-4,-8.00000E-4,-6.00000E-4,-7.70000E-4,-4.30000E-4,1.70000E-4,-3.80000E-4,-2.70000E-4,3.30000E-4,-3.30000E-4,-1.50000E-3,-4.50000E-4,2.60000E-4,-1.80000E-4,-7.30000E-4,6.00000E-5,-7.10000E-4,3.40000E-4,9.00000E-5,-7.00000E-5,-5.20000E-4,-6.40000E-4,-6.30000E-4,-3.00000E-5,-1.06000E-3,3.80000E-4,1.90000E-4,-6.30000E-4
4.52006E+2,5.00000E-5,-5.00000E-4,1.10000E-4,-1.80000E-4,-1.20000E-4,3.70000E-4,-5.00000E-5,6.00000E-4,-8.00000E-4,-3.20000E-4,-9.10000E-4,1.60000E-4,-9.10000E-4,1.60000E-4,1.80000E-4,-2.50000E-4,-1.20000E-4,9.00000E-5,-8.00000E-5,2.08000E-3,7.13000E-3,9.60000E-3,3.98000E-3,-1.03600E-2,-1.25900E-2,-1.12400E-2,-7.27000E-3,-3.12000E-3,-1.55000E-3,-5.60000E-4,-7.80000E-4,-4.00000E-5,-3.10000E-4,-7.30000E-4,6.00000E-5,0.00000E+0,-8.60000E-4,3.30000E-4,1.00000E-4,-3.40000E-4,5.20000E-4,3.40000E-4,-1.80000E-4,-1.87000E-3,-6.70000E-4,-5.70000E-4,5.00000E-5,1.00000E-5,-7.60000E-4,-7.00000E-4,-1.40000E-4,-6.80000E-4,-8.50000E-4,3.30000E-4,9.00000E-5,-3.20000E-4,3.00000E-4,-8.00000E-5,-3.10000E-4,-3.20000E-4,-1.03000E-3,-1.03000E-3,-1.80000E-4,6.70000E-4,-4.10000E-4,2.00000E-5,-5.60000E-4,-1.20000E-4,-5.60000E-4,-1.40000E-4,-8.30000E-4,-1.00000E-4,1.40000E-4,-7.10000E-4,-5.50000E-4,2.80000E-4,-1.60000E-4,-1.61000E-3,-1.70000E-4,4.20000E-4,-2.00000E-5,-3.90000E-4,-3.70000E-4,-9.00000E-4,3.10000E-4,4.70000E-4,2.80000E-4,-6.30000E-4,-7.00000E-4,-3.40000E-4,-4.50000E-4,-9.70000E-4,2.50000E-4,5.70000E-4,-3.00000E-4
4.53177E+2,-1.30000E-4,-8.40000E-4,3.30000E-4,-7.10000E-4,-3.00000E-5,-2.30000E-4,-1.30000E-4,3.20000E-4,-5.20000E-4,-4.40000E-4,-3.40000E-4,-3.00000E-4,-2.80000E-4,1.50000E-4,2.20000E-4,-4.30000E-4,-6.00000E-5,-2.10000E-4,-3.30000E-4,1.40000E-3,6.57000E-3,9.99000E-3,6.34000E-3,-8.32000E-3,-1.18800E-2,-1.20000E-2,-7.97000E-3,-3.52000E-3,-1.57000E-3,-6.20000E-4,-9.20000E-4,5.40000E-4,-7.00000E-4,-6.20000E-4,2.10000E-4,-4.80000E-4,-9.50000E-4,2.50000E-4,1.50000E-4,-6.50000E-4,2.60000E-4,9.00000E-5,1.10000E-4,-1.41000E-3,-5.60000E-4,-5.50000E-4,3.50000E-4,-2.00000E-5,-8.80000E-4,-4.90000E-4,-1.80000E-4,-7.20000E-4,-4.90000E-4,6.00000E-5,-9.00000E-5,-1.00000E-5,2.60000E-4,-6.00000E-5,-9.70000E-4,3.20000E-4,-5.00000E-4,-4.60000E-4,-1.60000E-4,7.50000E-4,-4.60000E-4,-7.00000E-5,-3.30000E-4,-5.60000E-4,-1.16000E-3,-7.00000E-5,-8.10000E-4,-2.10000E-4,1.00000E-4,-6.20000E-4,-3.10000E-4,1.00000E-4,-1.00000E-4,-1.27000E-3,-3.10000E-4,2.10000E-4,1.80000E-4,-6.00000E-4,-2.20000E-4,-7.60000E-4,5.90000E-4,3.30000E-4,2.30000E-4,-2.00000E-4,-1.09000E-3,-4.50000E-4,-7.00000E-5,-7.30000E-4,3.20000E-4,1.40000E-4,-1.90000E-4
4.54349E+2,3.00000E-5,-1.07000E-3,1.50000E-4,-5.10000E-4,-1.30000E-4,9.00000E-5,-1.50000E-4,2.00000E-4,-6.30000E-4,-3.60000E-4,-3.30000E-4,-4.20000E-4,-6.80000E-4,2.00000E-5,1.30000E-4,-5.50000E-4,7.50000E-4,-1.50000E-4,-4.00000E-5,1.22000E-3,5.58000E-3,1.00500E-2,7.68000E-3,-5.74000E-3,-1.08300E-2,-1.16300E-2,-8.48000E-3,-4.32000E-3,-1.61000E-3,-5.30000E-4,-1.04000E-3,2.80000E-4,-9.20000E-4,-6.90000E-4,3.00000E-5,-2.20000E-4,-5.80000E-4,1.20000E-4,-1.70000E-4,-5.30000E-4,3.90000E-4,3.10000E-4,-1.00000E-5,-1.30000E-3,-1.00000E-5,-4.40000E-4,2.20000E-4,1.20000E-4,-9.00000E-4,-1.30000E-4,1.20000E-4,-6.30000E-4,-4.70000E-4,-1.50000E-4,-7.00000E-5,-3.50000E-4,-2.60000E-4,-2.10000E-4,-4.10000E-4,3.70000E-4,-2.90000E-4,-9.20000E-4,-4.90000E-4,4.30000E-4,-3.80000E-4,-3.00000E-4,1.00000E-5,-4.10000E-4,-1.15000E-3,0.00000E+0,-8.10000E-4,-4.60000E-4,3.20000E-4,-2.30000E-4,-2.90000E-4,8.00000E-5,-1.00000E-4,-9.50000E-4,-8.00000E-5,1.60000E-4,-7.00000E-5,7.00000E-5,-5.00000E-5,-5.40000E-4,7.70000E-4,4.50000E-4,2.40000E-4,-4.00000E-5,-4.50000E-4,-4.70000E-4,-9.00000E-5,-7.30000E-4,3.50000E-4,-4.00000E-4,-3.20000E-4
